date_id,agent_id,department_id,total_tickets_handled,avg_handle_time_mins,escalation_rate,backlog,reopened_tickets,utilization_rate,sla_breaches,total_tickets,avg_csat,reopened_count,sla_breach_count,role_title,hire_date,avg_utilization_7d,avg_handle_time_7d,avg_backlog_7d,avg_utilization_30d,avg_handle_time_30d,avg_backlog_30d,utilization_trend,escalation_trend,stress_index,performance_declining,persistent_backlog,workload_velocity,tenure_months,burnout_risk_label
2025-01-17,1,4,6,325.20001220703125,0.5,4,2,0.8100000023841858,1,2.0,4.1499998569488525,0.0,0.0,Senior Agent,2023-11-11,0.8014285819871085,302.7714298793248,2.0,0.800000011920929,300.6625003814697,1.875,0.019999980926513672,0.5,0.43300000071525574,0,0,3.0,14,Critical
2025-01-18,1,4,5,289.20001220703125,0.2000000029802322,2,1,0.800000011920929,1,3.0,4.0333333015441895,0.0,1.0,Senior Agent,2023-11-11,0.8014285819871085,300.04286193847656,2.0,0.800000011920929,299.3888905843099,1.8888888888888888,0.0,0.0,0.34000000447034834,0,0,0.0,14,Medium
2025-01-19,1,4,4,276.6000061035156,0.0,0,0,0.7900000214576721,0,4.0,3.849999964237213,0.0,0.0,Senior Agent,2023-11-11,0.800000011920929,294.0714351109096,1.8571428571428572,0.7990000128746033,297.1100021362305,1.7,-0.009999990463256836,0.0,0.23700000643730162,0,0,-1.0,14,Low
2025-01-20,1,4,5,297.20001220703125,0.0,1,0,0.800000011920929,1,4.0,3.649999976158142,0.0,1.0,Senior Agent,2023-11-11,0.8014285819871085,302.21429443359375,1.8571428571428572,0.7990909218788147,297.1181848699396,1.6363636363636365,0.009999990463256836,0.0,0.2800000035762787,0,0,0.0,14,Low
2025-01-21,1,4,6,246.1000061035156,0.1669999957084655,2,1,0.8100000023841858,0,4.0,4.0,0.0,0.0,Senior Agent,2023-11-11,0.802857152053288,282.2714364188058,1.5714285714285714,0.800000011920929,292.8666699727376,1.6666666666666667,0.009999990463256836,0.1669999957084655,0.2930999994277954,0,0,-2.0,14,Medium
2025-01-22,1,4,4,282.1000061035156,0.25,2,1,0.7900000214576721,0,2.0,4.25,0.0,0.0,Senior Agent,2023-11-11,0.8014285819871085,289.5714372907366,1.5714285714285714,0.7992307818852938,292.0384650597206,1.6923076923076923,-0.009999990463256836,0.25,0.31200000643730164,0,0,0.0,14,Medium
2025-01-23,1,4,6,379.2999877929688,0.1669999957084655,3,1,0.8100000023841858,2,3.0,3.699999968210856,0.0,2.0,Senior Agent,2023-11-11,0.8014285819871085,299.3857203892299,2.0,0.800000011920929,298.2714309692383,1.7857142857142858,0.0,0.1669999957084655,0.37309999942779537,0,0,3.0,14,High
2025-01-24,1,4,5,299.5,0.2000000029802322,1,0,0.800000011920929,1,4.0,3.924999952316284,0.0,0.0,Senior Agent,2023-11-11,0.800000011920929,295.7142900739397,1.5714285714285714,0.800000011920929,298.35333557128905,1.7333333333333334,-0.009999990463256836,-0.29999999701976776,0.34000000447034834,0,0,-3.0,14,Medium
2025-01-25,1,4,4,337.79998779296875,0.25,2,0,0.7900000214576721,1,2.0,4.0,0.0,0.0,Senior Agent,2023-11-11,0.7985714418547494,302.65714372907365,1.5714285714285714,0.7993750125169754,300.81875133514404,1.75,-0.009999990463256836,0.04999999701976779,0.3520000064373016,0,0,0.0,14,Medium
2025-01-26,1,4,5,354.0,0.6000000238418579,4,1,0.800000011920929,2,1.0,4.0,0.0,0.0,Senior Agent,2023-11-11,0.800000011920929,313.7142857142857,2.142857142857143,0.7994117771877962,303.94706008013554,1.8823529411764706,0.009999990463256836,0.6000000238418579,0.500000010728836,0,0,4.0,14,Critical
2025-01-27,1,4,4,266.0,0.25,1,1,0.7900000214576721,0,3.0,3.933333317438761,0.0,0.0,Senior Agent,2023-11-11,0.7985714418547494,309.25714111328125,2.142857142857143,0.7988889018694559,301.8388900756836,1.8333333333333333,-0.009999990463256836,0.25,0.31200000643730164,0,0,0.0,14,Medium
2025-01-28,1,4,5,241.3999938964844,0.2000000029802322,1,0,0.800000011920929,1,4.0,3.949999988079071,0.0,0.0,Senior Agent,2023-11-11,0.7971428717885699,308.58571079799106,2.0,0.7989473813458493,298.65789553993625,1.7894736842105263,-0.009999990463256836,0.03300000727176672,0.34000000447034834,0,0,-1.0,14,Medium
2025-01-29,1,4,5,273.6000061035156,0.0,3,0,0.800000011920929,0,2.0,4.0,0.0,0.0,Senior Agent,2023-11-11,0.7985714418547494,307.37142508370533,2.142857142857143,0.7990000128746033,297.4050010681152,1.85,0.009999990463256836,-0.25,0.24000000357627868,0,0,1.0,14,Low
2025-01-30,1,4,6,344.6000061035156,0.0,4,0,0.8100000023841858,1,2.0,3.5,0.0,1.0,Senior Agent,2023-11-11,0.7985714418547494,302.4142848423549,2.2857142857142856,0.7995238218988691,299.65238226027714,1.9523809523809523,0.0,-0.1669999957084655,0.2830000007152558,0,0,1.0,14,Medium
2025-01-31,1,4,5,393.5,0.2000000029802322,1,0,0.800000011920929,4,4.0,3.899999976158142,0.0,3.0,Senior Agent,2023-11-11,0.7985714418547494,315.84285627092635,2.2857142857142856,0.7995454668998718,303.9181830666282,1.9090909090909092,0.0,0.0,0.4600000044703484,0,0,0.0,14,Critical
2025-02-01,1,4,4,382.3999938964844,0.0,3,0,0.7900000214576721,0,1.0,4.300000190734863,0.0,0.0,Senior Agent,2023-11-11,0.7985714418547494,322.2142857142857,2.4285714285714284,0.7991304475328197,307.33043571140456,1.9565217391304348,0.0,-0.25,0.23700000643730162,0,0,1.0,14,Low
2025-02-02,1,4,5,288.0,0.4000000059604645,3,0,0.800000011920929,2,2.0,4.0000001192092896,0.0,0.0,Senior Agent,2023-11-11,0.7985714418547494,312.7857142857143,2.2857142857142856,0.7991666793823242,306.525000890096,2.0,0.0,-0.20000001788139343,0.4400000053644181,0,0,-1.0,14,Critical
2025-02-03,1,4,4,296.1000061035156,0.0,2,0,0.7900000214576721,1,2.0,3.75,0.0,1.0,Senior Agent,2023-11-11,0.7985714418547494,317.0857151576451,2.4285714285714284,0.7988000130653381,306.1080010986328,2.0,0.0,-0.25,0.2770000064373016,0,0,1.0,15,Low
2025-02-04,1,4,5,255.5,0.2000000029802322,1,1,0.800000011920929,1,4.0,4.050000071525574,0.0,1.0,Senior Agent,2023-11-11,0.7985714418547494,319.1000017438616,2.4285714285714284,0.7988461668674762,304.16153951791614,1.9615384615384615,0.0,0.0,0.34000000447034834,0,0,0.0,15,Medium
2025-02-05,1,4,4,297.29998779296875,0.0,0,0,0.7900000214576721,0,4.0,3.850000083446503,0.0,0.0,Senior Agent,2023-11-11,0.7971428717885699,322.48571341378346,2.0,0.7985185318522983,303.90740797254773,1.8888888888888888,-0.009999990463256836,0.0,0.23700000643730162,0,0,-3.0,15,Low
2025-02-06,1,4,7,317.29998779296875,0.0,0,0,0.8199999928474426,1,7.0,3.971428632736206,0.0,1.0,Senior Agent,2023-11-11,0.7985714418547494,318.58571079799106,1.4285714285714286,0.7992857268878392,304.38571439470564,1.8214285714285714,0.009999990463256836,0.0,0.2859999978542328,0,0,-4.0,15,Medium
2025-02-07,1,4,5,274.1000061035156,0.0,0,0,0.800000011920929,0,5.0,3.979999923706055,0.0,0.0,Senior Agent,2023-11-11,0.7985714418547494,301.52856881277904,1.2857142857142858,0.7993103574062216,303.34137962604393,1.7586206896551724,0.0,-0.2000000029802322,0.24000000357627868,0,0,-1.0,15,Low
2025-02-08,1,4,5,366.6000061035156,0.2000000029802322,3,1,0.800000011920929,0,2.0,4.0,0.0,0.0,Senior Agent,2023-11-11,0.800000011920929,299.2714276994978,1.2857142857142858,0.7993333458900451,305.4500005086263,1.8,0.009999990463256836,0.2000000029802322,0.30000000447034836,0,0,0.0,15,Medium
2025-02-09,1,4,5,377.0,0.2000000029802322,3,1,0.800000011920929,0,2.0,3.950000047683716,0.0,0.0,Senior Agent,2023-11-11,0.800000011920929,311.98571341378346,1.2857142857142858,0.799666678905487,308.4866673787435,1.8666666666666667,0.0,-0.20000000298023227,0.30000000447034836,0,0,0.0,15,Medium
2025-02-10,1,4,5,341.0,0.0,1,0,0.800000011920929,0,4.0,4.099999904632568,0.0,0.0,Senior Agent,2023-11-11,0.8014285819871085,318.3999982561384,1.1428571428571428,0.799666678905487,309.57666778564453,1.8333333333333333,0.009999990463256836,0.0,0.24000000357627868,0,0,-1.0,15,Low
2025-02-11,1,4,4,323.1000061035156,0.25,2,1,0.7900000214576721,1,2.0,3.75,0.0,1.0,Senior Agent,2023-11-11,0.800000011920929,328.05714198521207,1.2857142857142858,0.7993333458900451,309.7333348592122,1.8666666666666667,-0.009999990463256836,0.04999999701976779,0.3520000064373016,0,0,1.0,15,Medium
2025-02-12,1,4,4,249.0,0.25,1,1,0.7900000214576721,0,3.0,3.700000047683716,0.0,0.0,Senior Agent,2023-11-11,0.800000011920929,321.15714372907365,1.4285714285714286,0.7993333458900451,310.02666829427085,1.8666666666666667,0.0,0.25,0.31200000643730164,0,0,1.0,15,Medium
2025-02-13,1,4,5,337.20001220703125,0.0,0,0,0.800000011920929,0,5.0,3.959999990463257,0.0,0.0,Senior Agent,2023-11-11,0.7971428717885699,324.00000435965404,1.4285714285714286,0.7993333458900451,308.4100016276042,1.7333333333333334,-0.019999980926513672,0.0,0.24000000357627868,0,0,0.0,15,Low
2025-02-14,1,4,6,278.1000061035156,0.0,0,0,0.8100000023841858,1,6.0,4.016666611035665,0.0,1.0,Senior Agent,2023-11-11,0.7985714418547494,324.5714329310826,1.4285714285714286,0.799666678905487,309.98000183105466,1.6666666666666667,0.009999990463256836,0.0,0.2830000007152558,0,0,0.0,15,Medium
2025-02-15,1,4,4,425.3999938964844,0.0,1,0,0.7900000214576721,2,3.0,3.433333317438761,0.0,2.0,Senior Agent,2023-11-11,0.7971428717885699,332.97143118722096,1.1428571428571428,0.7990000128746033,313.8066680908203,1.7,-0.009999990463256836,-0.2000000029802322,0.31700000643730164,0,0,-2.0,15,Medium
2025-02-16,1,4,5,413.2999877929688,0.0,3,0,0.800000011920929,0,2.0,4.0,0.0,0.0,Senior Agent,2023-11-11,0.7971428717885699,338.15714372907365,1.1428571428571428,0.7986666798591614,316.7433339436849,1.6666666666666667,0.0,-0.2000000029802322,0.24000000357627868,0,0,0.0,15,Low
2025-02-17,1,4,6,265.8999938964844,0.3330000042915344,2,0,0.8100000023841858,2,4.0,3.974999964237213,0.0,0.0,Senior Agent,2023-11-11,0.7985714418547494,327.42857142857144,1.2857142857142858,0.7990000128746033,315.96666666666664,1.6666666666666667,0.009999990463256836,0.3330000042915344,0.42290000200271605,0,0,1.0,15,Critical
